sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_charge_degree,c_charge_desc,decile_score,two_year_recid,days_in_jail,sex_Female,sex_Male,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,c_charge_degree_F,c_charge_degree_M,age_cat_encoded
Female,43,25 - 45,African-American,0,0,0,6,0.0,F,Grand Theft in the 3rd Degree,7,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,23,Less than 25,African-American,0,0,0,2,334.0,M,arrest case no charge,3,1,100,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Female,22,Less than 25,Hispanic,0,0,0,0,0.0,F,Grand Theft in the 3rd Degree,6,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Male,34,25 - 45,African-American,0,0,0,3,-1.0,M,arrest case no charge,9,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Female,20,Less than 25,Caucasian,0,0,0,0,0.0,F,Fraudulent Use of Credit Card,8,1,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,54,Greater than 45,African-American,0,0,0,7,-1.0,F,Fraudulent Use of Credit Card,6,0,18,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,35,25 - 45,African-American,1,0,0,13,-188.0,F,Burglary Unoccupied Dwelling,9,1,134,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,34,25 - 45,African-American,0,0,0,4,-1.0,M,Battery,2,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,31,25 - 45,African-American,0,0,0,5,-1.0,F,arrest case no charge,7,0,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,34,25 - 45,African-American,0,0,0,2,-1.0,F,Carrying Concealed Firearm,3,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,20,Less than 25,Caucasian,0,0,0,1,-70.0,F,Burglary Conveyance Unoccup,5,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,43,25 - 45,African-American,0,0,0,2,-1.0,F,Possession of Cocaine,3,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,64,Greater than 45,Caucasian,0,0,0,8,-1.0,F,Driving While License Revoked,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,37,25 - 45,African-American,0,0,0,0,-1.0,F,Possession of Cocaine,9,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,22,Less than 25,Caucasian,0,0,2,0,-3.0,F,Possession Of Alprazolam,5,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,35,25 - 45,African-American,0,0,0,27,-103.0,F,Grand Theft in the 3rd Degree,10,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,26,25 - 45,African-American,0,0,0,4,624.0,M,Fail Register Vehicle,4,0,14,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,27,25 - 45,Hispanic,0,0,0,0,-1.0,M,Driving Under The Influence,2,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Male,51,Greater than 45,Caucasian,0,0,0,1,-1.0,M,DUI Property Damage/Injury,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Female,55,Greater than 45,Hispanic,0,0,0,0,-1.0,M,Battery,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
Female,37,25 - 45,Caucasian,0,0,0,4,-0.6,M,Susp Drivers Lic 1st Offense,4,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,34,25 - 45,African-American,0,0,0,1,-1.0,F,arrest case no charge,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,36,25 - 45,Caucasian,0,0,0,2,-4.0,F,"Poss3,4 Methylenedioxymethcath",1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,24,Less than 25,Caucasian,0,0,0,0,-1.0,M,Battery,5,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,28,25 - 45,Hispanic,0,0,0,11,0.0,M,Battery,7,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Male,30,25 - 45,African-American,0,0,0,1,-1.0,F,Grand Theft in the 3rd Degree,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,31,25 - 45,Caucasian,0,0,0,1,-1.0,F,Possession of Cocaine,3,1,39,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,48,Greater than 45,Hispanic,0,0,0,9,-87.0,F,arrest case no charge,6,0,57,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
Male,51,Greater than 45,Caucasian,0,0,0,0,-1.0,M,Driving Under The Influence,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,27,25 - 45,African-American,0,0,0,4,-1.0,F,arrest case no charge,4,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,24,Less than 25,African-American,0,1,0,1,-1.0,F,Grand Theft in the 3rd Degree,2,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,34,25 - 45,Caucasian,0,0,0,0,-1.0,F,Grand Theft in the 3rd Degree,3,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,50,Greater than 45,Caucasian,0,0,0,26,-92.0,F,Possession of Cocaine,7,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Female,38,25 - 45,Caucasian,0,0,0,0,-1.0,F,Resist Officer w/Violence,4,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,48,Greater than 45,Caucasian,0,0,0,3,-7.0,F,Possession of Hydromorphone,4,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,25,25 - 45,African-American,0,0,0,4,-21.0,F,Grand Theft (Motor Vehicle),9,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,57,Greater than 45,Hispanic,0,0,0,1,0.0,F,Driving While License Revoked,1,0,19,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
Male,23,Less than 25,African-American,0,2,1,3,-1.0,M,Fail Register Vehicle,7,1,9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,45,Greater than 45,Hispanic,0,0,0,1,-1.0,F,Sex Offender Fail Comply W/Law,3,0,128,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
Male,39,25 - 45,Other,0,0,0,6,-1.0,F,Burglary Unoccupied Dwelling,5,0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Male,27,25 - 45,African-American,0,1,0,9,-1.0,F,Possession of Cocaine,9,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,34,25 - 45,Hispanic,0,0,0,1,-1.0,M,Battery,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Male,50,Greater than 45,Hispanic,0,0,0,5,-1.0,F,Felony Driving While Lic Suspd,1,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
Male,24,Less than 25,African-American,0,0,1,3,-1.0,F,Possession Burglary Tools,6,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,21,Less than 25,African-American,0,0,0,2,-1.0,F,arrest case no charge,8,0,79,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,41,25 - 45,African-American,0,0,0,2,-26.0,F,Aggravated Assault W/dead Weap,6,1,23,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,21,Less than 25,African-American,0,2,0,2,111.0,M,Dealing In Stolen Property,9,1,47,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,47,Greater than 45,Caucasian,0,0,0,2,0.0,F,Possession of Cocaine,5,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,21,Less than 25,African-American,0,0,0,0,-1.0,M,Battery,9,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,30,25 - 45,African-American,0,0,0,18,0.0,M,Operating W/O Valid License,9,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,26,25 - 45,African-American,0,0,0,2,-1.0,F,Aggrav Battery w/Deadly Weapon,2,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,49,Greater than 45,Other,0,0,0,7,0.0,F,Child Abuse,6,1,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
Male,36,25 - 45,Caucasian,0,0,0,6,-25.0,F,Possession Of Buprenorphine,4,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,59,Greater than 45,African-American,0,0,0,0,-1.0,M,Battery,2,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,39,25 - 45,Caucasian,0,0,0,0,-1.0,F,Fleeing Or Attmp Eluding A Leo,1,0,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,31,25 - 45,African-American,0,0,0,5,-1.0,F,Cruelty Toward Child,4,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,29,25 - 45,African-American,0,0,0,12,0.0,F,Driving While License Revoked,2,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,65,Greater than 45,Caucasian,0,0,0,2,-84.0,M,Resist/Obstruct W/O Violence,1,0,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,44,25 - 45,African-American,0,0,0,0,-1.0,F,Possession Of Methamphetamine,2,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,22,Less than 25,African-American,0,1,0,2,-1.0,M,Battery,8,1,34,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,21,Less than 25,Caucasian,0,0,1,1,-1.0,F,Burglary Conveyance Unoccup,6,1,48,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,33,25 - 45,Caucasian,0,0,0,3,-16.0,M,Battery,4,1,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,26,25 - 45,African-American,0,0,0,0,-1.0,M,arrest case no charge,3,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,27,25 - 45,African-American,0,0,0,1,-1.0,F,Felony Driving While Lic Suspd,2,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,24,Less than 25,Hispanic,0,0,0,1,0.0,F,Lewd/Lasc Battery Pers 12+/<16,4,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Male,24,Less than 25,Other,0,0,0,5,-1.0,F,arrest case no charge,5,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Male,29,25 - 45,African-American,0,0,0,7,-1.0,F,Poss Tetrahydrocannabinols,4,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,28,25 - 45,African-American,0,0,0,13,-1.0,F,Aggravated Battery / Pregnant,9,1,32,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,62,Greater than 45,African-American,0,0,0,8,0.0,F,Possession of Cocaine,4,0,15,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,26,25 - 45,African-American,0,0,0,9,-1.0,F,Driving While License Revoked,7,1,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,25,25 - 45,African-American,0,0,0,1,-1.0,M,Susp Drivers Lic 1st Offense,6,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,56,Greater than 45,African-American,0,0,0,0,-1.0,F,Neglect/Abuse Elderly Person,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,56,Greater than 45,Other,0,0,0,0,-1.0,M,Battery,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
Male,23,Less than 25,African-American,0,0,0,0,0.0,M,Battery,5,0,32,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,35,25 - 45,Hispanic,0,0,0,2,-14.0,F,Aggravated Assault w/Firearm,1,0,13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Female,28,25 - 45,Caucasian,0,0,0,0,-6.0,M,Culpable Negligence,3,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,40,25 - 45,Caucasian,1,0,0,9,-1.0,F,arrest case no charge,9,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,31,25 - 45,Caucasian,0,0,0,10,-18.0,F,Driving While License Revoked,2,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,40,25 - 45,Caucasian,0,0,0,3,-1.0,F,Possession of Cocaine,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,21,Less than 25,African-American,0,0,0,1,-10.0,F,Burglary Unoccupied Dwelling,3,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,27,25 - 45,Caucasian,0,0,0,7,-1.0,F,Possession of Hydrocodone,8,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,21,Less than 25,Hispanic,0,1,0,3,-22.0,F,Grand Theft in the 3rd Degree,5,0,22,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Male,20,Less than 25,African-American,1,0,0,1,-37.0,F,arrest case no charge,3,1,15,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,22,Less than 25,African-American,0,0,1,3,-1.0,F,Burglary Dwelling Occupied,6,1,16,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,34,25 - 45,African-American,0,6,1,19,-1.0,M,arrest case no charge,8,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,22,Less than 25,Hispanic,0,0,0,0,-1.0,F,Dealing in Stolen Property,7,1,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Male,29,25 - 45,African-American,0,0,0,0,0.0,F,Driving While License Revoked,6,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,50,Greater than 45,Caucasian,0,0,0,2,-32.0,F,Possession Of Methamphetamine,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,23,Less than 25,African-American,0,0,0,1,-1.0,F,arrest case no charge,2,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,23,Less than 25,Caucasian,0,0,0,2,-20.0,F,Aggravated Assault W/Dead Weap,6,0,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,56,Greater than 45,African-American,0,0,0,2,-47.0,F,Grand Theft in the 3rd Degree,2,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,34,25 - 45,Caucasian,1,0,0,9,-1.0,F,Agg Assault W/int Com Fel Dome,6,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,52,Greater than 45,Hispanic,0,0,0,0,-1.0,M,Posses/Disply Susp/Revk/Frd DL,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
Female,31,25 - 45,African-American,0,2,0,10,-3.0,F,Uttering a Forged Instrument,8,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,47,Greater than 45,African-American,0,0,0,1,-1.0,F,arrest case no charge,2,0,49,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,56,Greater than 45,Caucasian,0,0,0,2,-4.0,F,Felony/Driving Under Influence,4,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,39,25 - 45,Caucasian,0,0,0,2,-26.0,M,Battery,1,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Female,20,Less than 25,African-American,0,0,0,0,0.0,M,Battery,4,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,24,Less than 25,Caucasian,0,1,2,8,-1.0,F,False Ownership Info/Pawn Item,6,1,12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,22,Less than 25,African-American,0,0,0,0,-1.0,F,Poss Pyrrolidinovalerophenone,7,1,32,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,26,25 - 45,Caucasian,1,0,0,2,-1.0,F,Possession of Cannabis,6,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,22,Less than 25,Caucasian,0,0,0,0,0.0,F,Possession of Cocaine,5,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,27,25 - 45,Caucasian,0,0,0,0,0.0,M,Battery,3,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,59,Greater than 45,African-American,0,0,0,14,178.0,F,arrest case no charge,9,1,109,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,27,25 - 45,Hispanic,0,0,0,1,-1.0,F,Grand Theft in the 3rd Degree,7,1,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Male,23,Less than 25,Other,0,0,0,0,-1.0,F,Deliver Cocaine,4,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Male,51,Greater than 45,Caucasian,0,0,0,3,-87.0,F,arrest case no charge,2,0,86,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,56,Greater than 45,African-American,0,0,0,0,-1.0,M,Battery,2,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,31,25 - 45,African-American,0,0,0,6,0.0,F,Possession of Cocaine,8,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,24,Less than 25,Hispanic,0,0,0,1,-78.0,M,Contribute Delinquency Of A Minor,2,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Male,47,Greater than 45,Hispanic,0,0,0,0,-4.0,M,Battery,4,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
Male,26,25 - 45,Caucasian,0,0,0,9,0.0,M,Violation Of Boater Safety Id,4,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Female,22,Less than 25,Other,0,0,0,0,-1.0,F,Aggrav Battery w/Deadly Weapon,4,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Male,54,Greater than 45,Other,0,0,0,0,-1.0,F,Aggravated Assault,1,0,27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
Male,24,Less than 25,African-American,0,0,0,1,-1.0,F,arrest case no charge,1,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,23,Less than 25,Caucasian,0,0,0,0,521.0,F,Grand Theft in the 3rd Degree,4,0,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,51,Greater than 45,Caucasian,0,0,0,7,35.0,F,Tamper With Witness,3,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,24,Less than 25,African-American,0,0,0,1,-1.0,M,Battery,2,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,33,25 - 45,African-American,0,0,0,0,0.0,F,arrest case no charge,5,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,26,25 - 45,African-American,1,1,0,18,-1.0,F,Grand Theft (Motor Vehicle),10,1,197,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,43,25 - 45,African-American,0,0,0,8,-1.0,M,Battery,2,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,25,25 - 45,African-American,0,0,0,1,-1.0,M,Battery,2,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,56,Greater than 45,African-American,0,0,0,24,22.0,F,Felony Petit Theft,8,0,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Female,51,Greater than 45,Caucasian,0,0,0,1,-98.0,F,Possession of Hydrocodone,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,30,25 - 45,Caucasian,0,0,0,5,-1.0,F,Grand Theft in the 3rd Degree,8,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,52,Greater than 45,African-American,0,0,0,1,1.0,M,Viol Injunct Domestic Violence,1,1,70,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Female,28,25 - 45,African-American,0,0,0,5,-1.0,F,Poss Anti-Shoplifting Device,8,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,21,Less than 25,African-American,0,1,0,1,0.0,F,arrest case no charge,10,1,59,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,54,Greater than 45,African-American,0,0,0,1,-1.0,M,arrest case no charge,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,45,Greater than 45,African-American,0,0,0,17,-1.0,F,Felony Petit Theft,7,1,46,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,21,Less than 25,African-American,0,0,0,1,-1.0,F,Tampering With Physical Evidence,9,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,36,25 - 45,African-American,0,0,0,0,0.0,F,Battery on Law Enforc Officer,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,33,25 - 45,Caucasian,0,0,0,0,-2.0,M,Susp Drivers Lic 1st Offense,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,27,25 - 45,Caucasian,0,0,0,0,-3.0,F,arrest case no charge,6,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,39,25 - 45,African-American,2,2,1,19,-1.0,F,Driving While License Revoked,9,1,179,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,28,25 - 45,African-American,0,0,0,0,-1.0,F,Uttering a Forged Instrument,2,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,24,Less than 25,African-American,0,0,0,0,0.0,M,Battery,2,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,36,25 - 45,African-American,0,0,0,0,-1.0,M,Battery,3,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,30,25 - 45,Caucasian,0,0,0,0,-1.0,M,DUI Property Damage/Injury,3,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,23,Less than 25,African-American,0,0,1,1,-1.0,F,Possession of Cocaine,7,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,27,25 - 45,African-American,0,0,0,10,-1.0,F,arrest case no charge,6,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,32,25 - 45,African-American,0,0,1,22,0.0,F,arrest case no charge,9,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,22,Less than 25,African-American,0,0,1,0,-1.0,F,Grand Theft in the 3rd Degree,4,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,29,25 - 45,Other,0,0,0,0,-1.0,F,Pos Cannabis W/Intent Sel/Del,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Male,43,25 - 45,African-American,0,0,0,2,-1.0,M,Battery,1,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,24,Less than 25,Other,0,0,0,3,-1.0,M,Battery,8,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Male,38,25 - 45,Other,0,0,0,1,-1.0,F,Possession Of Alprazolam,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Male,32,25 - 45,African-American,2,1,0,9,-1.0,F,"Poss3,4 Methylenedioxymethcath",10,0,56,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,23,Less than 25,Caucasian,0,0,0,1,-1.0,M,arrest case no charge,4,0,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,46,Greater than 45,Hispanic,0,0,0,12,-40.0,F,Possession Of Alprazolam,6,1,40,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
