age,priors_count,juv_fel_count,juv_misd_count,juv_other_count,days_b_screening_arrest,is_recid,c_charge_desc
21,0,0,0,0,-1.0,1,Robbery / No Weapon
38,3,0,0,0,-1.0,0,arrest case no charge
47,1,0,0,0,0.0,0,Battery
56,3,0,0,0,-1.0,0,Battery on a Person Over 65
27,2,0,0,0,-1.0,1,Tamper With Witness/Victim/CI
23,0,0,0,0,-1.0,0,Driving Under The Influence
57,0,0,0,0,-2.0,0,Felony Battery (Dom Strang)
25,9,0,1,0,-17.0,0,arrest case no charge
23,2,0,0,0,16.0,1,Battery on Law Enforc Officer
32,8,0,0,0,0.0,1,arrest case no charge
36,2,0,0,0,-2.0,0,Viol Prot Injunc Repeat Viol
41,5,0,0,0,-1.0,0,Driving License Suspended
31,2,0,0,0,-69.0,0,Aggravated Assault W/dead Weap
39,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
21,1,0,0,0,-1.0,1,arrest case no charge
43,8,0,0,0,35.0,1,Attempted Robbery  No Weapon
31,2,0,0,0,-1.0,0,Susp Drivers Lic 1st Offense
37,0,0,0,0,-2.0,0,Battery
27,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
22,2,0,0,0,-22.0,1,Possession Of Alprazolam
59,2,0,0,0,-19.0,0,Possession Of Methamphetamine
33,0,0,0,0,-1.0,1,Possession of Cocaine
39,21,0,0,0,-216.0,0,Possession of Hydrocodone
43,2,0,0,0,-1.0,0,Possession of Cocaine
25,5,0,0,0,-1.0,1,Resist Officer w/Violence
36,19,3,0,2,90.0,1,arrest case no charge
23,3,0,0,0,-1.0,1,Burglary Unoccupied Dwelling
43,3,0,0,0,9.0,1,Viol Injunct Domestic Violence
56,9,0,0,0,-24.0,1,Battery
20,1,0,0,0,-1.0,1,Felony Petit Theft
50,2,0,0,0,-28.0,1,Ride Tri-Rail Without Paying
24,2,0,0,0,-49.0,1,arrest case no charge
54,1,0,0,0,-4.0,0,Driving Under The Influence
20,1,0,0,0,-1.0,1,Grand Theft (Motor Vehicle)
36,3,0,0,0,-1.0,1,Viol Injunct Domestic Violence
36,3,0,0,0,0.0,1,Poss Pyrrolidinovalerophenone
56,0,0,0,0,-1.0,0,Tresspass in Structure or Conveyance
25,28,0,0,0,-55.0,1,Assault
25,2,1,0,0,-1.0,1,Possession of Cocaine
42,1,0,0,0,-1.0,1,Fail To Redeliv Hire/Leas Prop
34,9,0,2,0,,1,Susp Drivers Lic 1st Offense
48,4,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
34,21,1,0,0,-1.0,1,Battery
28,0,0,0,0,-1.0,0,Traffick Oxycodone     4g><14g
32,1,0,0,0,-1.0,0,Burglary Structure Unoccup
31,2,0,0,0,-1.0,0,Grand Theft (Motor Vehicle)
24,4,0,0,0,-1.0,1,Possession of Cocaine
25,0,0,0,0,0.0,1,Possession of Hydromorphone
32,4,0,0,1,-1.0,0,Resist Officer w/Violence
37,20,0,0,0,0.0,1,Driving While License Revoked
24,1,0,0,0,-1.0,1,Battery on Law Enforc Officer
48,0,0,0,0,0.0,0,Felony Battery (Dom Strang)
25,9,1,2,0,43.0,1,arrest case no charge
35,1,0,0,0,0.0,0,Possession of Cocaine
21,1,0,0,0,-1.0,1,Attempted Burg/Convey/Unocc
21,0,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
27,0,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
22,0,0,0,0,-1.0,0,Att Burgl Unoccupied Dwel
28,4,0,0,0,0.0,0,Pos Cannabis W/Intent Sel/Del
26,0,0,0,0,-1.0,0,Operating W/O Valid License
23,0,0,0,0,-1.0,1,Felony Battery (Dom Strang)
34,0,0,0,0,-1.0,0,Possession of Oxycodone
22,3,0,0,0,-1.0,0,Agg Assault W/int Com Fel Dome
30,5,0,0,0,-1.0,1,False Imprisonment
44,5,0,0,0,0.0,0,arrest case no charge
57,1,0,0,0,-1.0,0,Aggravated Assault w/Firearm
22,0,0,0,1,-1.0,1,Criminal Mischief
34,0,0,0,0,,0,Possession of Cannabis
24,7,0,0,0,-1.0,1,Aggravated Battery / Pregnant
20,0,0,0,0,-1.0,0,Possession of Cocaine
35,2,0,0,0,-50.0,0,Possession Of Heroin
53,1,0,0,0,-8.0,1,Petit Theft
60,13,0,0,0,-13.0,0,Possession Of Heroin
22,2,0,0,0,-1.0,0,Agg Battery Grt/Bod/Harm
43,0,0,0,0,-1.0,0,Battery
72,7,0,0,0,-1.0,0,Robbery Sudd Snatch No Weapon
33,3,0,0,0,-1.0,1,Possession of Cocaine
24,1,0,0,0,-1.0,1,Burglary Structure Unoccup
60,0,0,0,0,-1.0,0,Att Burgl Struc/Conv Dwel/Occp
24,3,0,0,0,-1.0,1,Aggravated Battery / Pregnant
43,2,0,0,0,,0,Driving License Suspended
30,1,0,0,0,-5.0,0,Battery
43,0,0,0,0,-1.0,0,Battery
48,1,0,0,0,-8.0,0,Battery
54,0,0,0,0,0.0,0,Battery
45,1,0,0,0,-1.0,0,Battery
36,0,0,0,0,-1.0,0,Driving While License Revoked
31,1,0,0,0,0.0,1,Driving Under The Influence
40,0,0,0,0,-1.0,0,Battery
50,1,0,0,0,-4.0,0,arrest case no charge
26,1,0,0,0,-24.0,0,arrest case no charge
41,7,0,0,0,0.0,0,arrest case no charge
34,5,0,0,1,-1.0,1,"Poss3,4 Methylenedioxymethcath"
28,0,0,0,0,-1.0,0,Possession of Cocaine
30,1,0,0,0,-48.0,0,Murder in 2nd Degree
23,2,0,0,2,0.0,1,Neglect Child / No Bodily Harm
37,0,0,0,0,-2.0,1,Battery
35,5,0,0,0,-1.0,0,Reckless Driving
21,1,0,0,1,-1.0,1,Burglary Conveyance Unoccup
45,1,0,0,0,-70.0,0,arrest case no charge
22,2,0,1,0,-1.0,1,Battery
29,6,0,0,0,-1.0,1,Possession of Cocaine
30,0,0,0,0,-2.0,0,Battery
45,3,0,0,0,-1.0,1,Battery
24,2,0,0,0,-1.0,0,Forging Bank Bills/Promis Note
31,4,0,0,0,0.0,1,Felony Battery w/Prior Convict
56,0,0,0,0,-1.0,0,Battery
44,4,0,0,0,-85.0,1,Battery on Law Enforc Officer
24,14,0,4,0,-1.0,1,Grand Theft (Motor Vehicle)
38,11,0,0,0,-1.0,0,Felony Batt(Great Bodily Harm)
51,22,0,0,0,-1.0,1,arrest case no charge
22,0,0,0,0,-1.0,0,Agg Battery Grt/Bod/Harm
28,5,0,0,0,-1.0,0,arrest case no charge
47,19,0,0,1,-1.0,1,Possession of Cocaine
51,0,0,0,0,-1.0,1,Viol Injunct Domestic Violence
25,1,0,0,0,0.0,0,Battery
53,1,0,0,0,-1.0,0,Driving While License Revoked
30,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
33,0,0,0,0,0.0,1,Possession of Cocaine
35,5,0,0,0,-1.0,1,Aggrav Stalking After Injunctn
33,0,0,0,0,-1.0,0,Neglect Child / No Bodily Harm
65,11,0,0,0,,0,Possession of Cocaine
59,1,0,0,0,-25.0,0,Battery
37,4,0,0,0,,0,arrest case no charge
33,1,0,0,0,-1.0,0,arrest case no charge
27,2,0,0,0,-1.0,1,arrest case no charge
29,9,0,0,0,-1.0,1,Poss Anti-Shoplifting Device
26,11,0,0,0,64.0,1,Possession of Cocaine
24,3,0,0,3,-1.0,1,Aggravated Assault W/Dead Weap
43,5,0,0,0,-1.0,0,Poss Wep Conv Felon
37,11,0,0,0,-1.0,1,Battery
53,13,0,0,0,-1.0,0,Poss of Cocaine W/I/D/S 1000FT Park
43,4,0,0,0,-39.0,1,arrest case no charge
26,4,0,0,0,0.0,1,"Poss3,4 Methylenedioxymethcath"
30,1,0,0,0,-27.0,0,Petit Theft $100- $300
27,6,0,0,0,0.0,1,Fabricating Physical Evidence
39,9,0,0,0,-1.0,1,Possession of Cocaine
37,4,0,0,0,0.0,1,Aggravated Battery / Pregnant
22,3,0,0,0,0.0,1,Battery
25,0,0,0,0,-1.0,0,Possession Of Heroin
26,1,0,0,0,0.0,0,arrest case no charge
28,0,0,0,0,-2.0,0,DOC/Cause Public Danger
25,0,0,0,0,-1.0,1,Battery
58,1,0,0,0,-1.0,0,arrest case no charge
29,1,0,0,0,-2.0,1,Driving Under The Influence
33,8,0,0,0,0.0,0,Aggravated Assault W/Dead Weap
38,0,0,0,0,-1.0,0,arrest case no charge
38,2,0,0,0,-21.0,0,Possession Of Heroin
59,22,0,0,0,-1.0,1,Felony Petit Theft
29,4,0,0,0,-1.0,1,Battery
57,9,0,0,0,,0,Grand Theft (Motor Vehicle)
53,0,0,0,0,-1.0,1,Battery
33,2,0,0,0,-1.0,1,Aggrav Battery w/Deadly Weapon
58,1,0,0,0,-1.0,0,Battery
51,1,0,0,0,,0,Battery
25,11,0,0,2,126.0,1,Fleeing Or Attmp Eluding A Leo
53,2,0,0,0,-1.0,0,Fail Sex Offend Report Bylaw
32,0,0,0,0,-1.0,1,Petit Theft
35,6,0,0,0,-1.0,1,Uttering a Forged Instrument
39,1,0,0,0,-1.0,0,arrest case no charge
36,1,0,0,0,-14.0,0,Extradition/Defendants
42,5,0,0,0,-1.0,1,arrest case no charge
37,0,0,0,0,-1.0,0,Tresspass Struct/Conveyance
39,0,0,0,0,-1.0,0,Fleeing Or Attmp Eluding A Leo
52,3,0,0,0,-25.0,0,Driving Under The Influence
60,1,0,0,0,-1.0,0,Battery
37,2,0,0,0,-1.0,1,Aggravated Battery / Pregnant
42,4,0,0,0,-1.0,1,Burglary Conveyance Unoccup
44,0,0,0,0,,1,
23,6,0,0,0,0.0,1,Possession of Cocaine
42,0,0,0,0,-1.0,1,DUI Level 0.15 Or Minor In Veh
28,2,0,0,0,-36.0,0,arrest case no charge
28,5,0,0,0,0.0,0,Possession of Cocaine
38,12,0,0,0,-1.0,0,Grand Theft of the 2nd Degree
43,2,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
42,0,0,0,0,-1.0,0,Felony Battery (Dom Strang)
25,0,0,0,0,-1.0,0,Battery
32,7,0,0,0,0.0,1,Grand Theft (Motor Vehicle)
21,0,0,0,0,0.0,1,Resist Officer w/Violence
35,1,0,0,0,-30.0,0,Battery
37,0,0,0,0,-1.0,0,Burglary Conveyance Unoccup
33,2,0,0,0,0.0,0,Failure To Return Hired Vehicle
51,4,0,0,0,-11.0,0,arrest case no charge
39,3,0,0,0,-1.0,1,Possession of Hydromorphone
35,5,0,0,0,-1.0,1,Viol Pretrial Release Dom Viol
40,3,0,0,0,-1.0,0,Felony Battery (Dom Strang)
32,17,0,0,0,0.0,1,Possession of Cocaine
18,4,5,0,0,85.0,1,Burglary Conveyance Unoccup
32,3,0,0,0,0.0,1,"Poss3,4 Methylenedioxymethcath"
37,0,0,0,0,-1.0,0,Battery
32,10,0,0,0,-1.0,1,Felony Driving While Lic Suspd
47,5,0,0,0,0.0,1,Viol Injunct Domestic Violence
23,0,0,0,0,-1.0,0,Poss Of Controlled Substance
63,10,0,0,0,0.0,1,Corrupt Public Servant
38,16,0,1,0,-1.0,1,Poss of Cocaine W/I/D/S 1000FT Park
32,6,0,0,0,-1.0,1,Battery
31,4,0,0,0,-1.0,1,Tampering With Physical Evidence
23,0,0,0,0,0.0,0,"Deliver 3,4 Methylenediox"
38,1,0,0,0,-1.0,0,Operating W/O Valid License
47,0,0,0,0,-3.0,0,Battery
33,1,0,0,0,-1.0,1,arrest case no charge
22,1,0,0,0,-11.0,1,Grand Theft (Motor Vehicle)
26,1,0,0,0,318.0,0,Viol Injunct Domestic Violence
40,0,0,0,0,-1.0,1,Battery
36,14,10,0,0,-1.0,1,Burglary Conveyance Unoccup
65,0,0,0,0,0.0,0,DUI Property Damage/Injury
44,4,0,0,0,-231.0,1,Battery
22,0,0,0,0,-1.0,0,Battery
34,0,0,0,0,0.0,0,DUI Level 0.15 Or Minor In Veh
38,0,0,0,0,-1.0,0,Felony Driving While Lic Suspd
26,4,0,0,0,-2.0,1,Possession Of Alprazolam
20,0,0,0,0,-1.0,1,Battery
49,0,0,0,0,-3.0,0,Resist Officer w/Violence
56,7,0,0,0,-167.0,0,Grand Theft (Motor Vehicle)
52,2,0,0,0,0.0,1,Grand Theft in the 3rd Degree
25,2,0,0,0,-1.0,1,Battery
34,5,0,0,0,-1.0,0,Agg Assault W/int Com Fel Dome
33,1,0,0,0,-1.0,1,Battery
21,1,0,1,2,-1.0,0,Carrying Concealed Firearm
46,9,0,0,0,-1.0,0,Pos Cannabis W/Intent Sel/Del
22,2,0,0,0,250.0,1,Battery
57,1,0,0,0,-1.0,0,DUI Property Damage/Injury
22,2,0,0,1,0.0,1,Possession of Cocaine
48,1,0,0,0,-1.0,1,Driving Under The Influence
40,21,0,0,0,-1.0,0,Felony Battery
30,1,0,0,0,-1.0,0,arrest case no charge
21,4,0,1,0,-1.0,1,Battery
39,22,0,2,0,-1.0,1,Possession of Cocaine
27,13,0,0,0,-175.0,1,arrest case no charge
33,0,0,0,0,-1.0,1,Possess Cannabis/20 Grams Or Less
24,0,0,0,0,0.0,0,Aggravated Assault W/dead Weap
43,0,0,0,0,-1.0,1,Contradict Statement
45,0,0,0,0,0.0,0,Battery
51,3,0,0,0,-18.0,0,DWI w/Inj Susp Lic / Habit Off
35,2,0,0,0,-95.0,1,Poss Pyrrolidinovalerophenone
31,9,0,0,0,-1.0,1,Battery
27,0,0,0,0,-1.0,0,Battery
32,1,0,0,0,-1.0,0,arrest case no charge
49,0,0,0,0,-3.0,0,DUI Property Damage/Injury
29,2,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
23,2,0,1,0,-1.0,1,Aggravated Battery / Pregnant
30,6,0,0,0,-1.0,1,Battery
55,12,0,0,0,-69.0,1,Possession of Cocaine
30,0,0,0,0,0.0,0,DUI Property Damage/Injury
34,13,0,0,0,-1.0,1,Possession Of Alprazolam
56,2,0,0,0,-39.0,0,Stalking (Aggravated)
33,4,0,0,0,0.0,0,Felony Driving While Lic Suspd
28,1,0,0,0,-1.0,0,Battery
29,1,0,0,0,-1.0,0,Stalking (Aggravated)
38,0,0,0,0,-1.0,0,DUI Blood Alcohol Above 0.20
37,0,0,0,0,-1.0,0,Felony Battery (Dom Strang)
33,0,0,0,0,-1.0,1,DUI Property Damage/Injury
30,0,0,0,0,0.0,0,Agg Battery Grt/Bod/Harm
51,19,1,0,1,-1.0,0,Felony Petit Theft
65,7,0,0,0,-1.0,0,Possess Cannabis/20 Grams Or Less
32,1,0,0,0,-1.0,0,Battery
38,5,0,0,0,-2.0,1,Grand Theft in the 3rd Degree
35,1,0,0,0,-1.0,0,Poss Contr Subst W/o Prescript
57,1,0,0,0,-26.0,0,Aggrav Battery w/Deadly Weapon
26,1,0,0,0,0.0,0,arrest case no charge
23,7,0,3,1,-228.0,1,Battery
36,4,2,0,0,-1.0,1,Battery
33,2,0,0,0,-10.0,1,Poss Alprazolam W/int Sell/Del
35,3,0,0,0,-1.0,1,Possession of Cocaine
33,0,0,0,0,-1.0,0,Grand Theft (Motor Vehicle)
47,0,0,0,0,0.0,0,Battery
53,0,0,0,0,-1.0,0,Battery
31,6,0,0,0,,0,Pos Cannabis W/Intent Sel/Del
35,1,0,0,0,-15.0,1,Assault
36,1,0,0,0,-1.0,1,Possession of Cocaine
25,0,0,0,0,-1.0,0,Battery
52,10,0,0,0,0.0,0,Felony Battery w/Prior Convict
23,3,0,0,0,249.0,1,Battery
34,7,0,0,0,-245.0,0,Petit Theft
51,6,0,0,0,0.0,1,Possession of Cocaine
24,8,0,0,4,-1.0,1,Grand Theft (Motor Vehicle)
32,0,0,0,0,-1.0,1,Possession Burglary Tools
43,8,0,0,0,-1.0,1,Felony Petit Theft
45,20,1,0,1,-1.0,1,arrest case no charge
42,10,0,0,0,-1.0,1,Driving License Suspended
22,1,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
49,4,0,0,0,-26.0,0,Possession of Cocaine
42,0,0,0,0,-3.0,1,Possession Of Heroin
40,0,0,0,0,-1.0,1,Petit Theft
25,2,0,1,0,-1.0,1,Aggravated Assault W/dead Weap
25,0,0,0,0,-1.0,1,Viol Injunct Domestic Violence
23,0,0,0,0,-1.0,0,Felony Battery (Dom Strang)
21,2,0,0,0,-1.0,1,Felony Driving While Lic Suspd
31,3,0,0,0,0.0,0,Battery
28,0,0,0,0,0.0,0,Battery
24,11,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
45,0,0,0,0,0.0,0,Att Burgl Unoccupied Dwel
23,2,0,0,0,-1.0,1,Battery
39,7,0,0,0,0.0,1,Aggravated Battery / Pregnant
25,2,0,0,0,-63.0,0,Burglary Conveyance Armed
24,1,0,1,0,-1.0,0,Grand Theft in the 3rd Degree
46,1,0,0,0,-1.0,0,arrest case no charge
47,3,0,0,0,-1.0,0,Resist Officer w/Violence
54,2,0,0,0,66.0,1,Leave Acc/Attend Veh/More $50
22,1,0,0,1,-1.0,1,Possess Cannabis/20 Grams Or Less
34,0,0,0,0,-2.0,0,Battery
33,0,0,0,0,0.0,1,Driving Under The Influence
27,1,0,0,0,,0,Poss Drugs W/O A Prescription
29,16,0,0,1,-1.0,1,Fleeing Or Attmp Eluding A Leo
34,3,0,0,0,-6.0,0,Battery
32,1,0,0,0,-115.0,0,Driving While License Revoked
29,0,0,0,0,0.0,0,Battery
25,2,0,0,0,-1.0,1,Unlaw Lic Use/Disply Of Others
34,16,0,0,0,-1.0,1,Felony Battery (Dom Strang)
55,1,0,0,0,-1.0,0,Pos Cannabis W/Intent Sel/Del
27,0,0,0,0,-1.0,1,Aggravated Battery / Pregnant
26,0,0,0,0,-1.0,0,arrest case no charge
39,19,2,2,1,-1.0,1,Driving While License Revoked
24,1,0,0,0,0.0,0,Possession of Codeine
29,0,0,0,0,0.0,0,Battery
31,3,0,0,0,468.0,1,Possession of Cocaine
50,13,0,0,0,0.0,1,Grand Theft in the 3rd Degree
25,2,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
31,4,0,0,0,-12.0,1,arrest case no charge
31,0,0,0,0,-1.0,0,Battery
26,2,1,0,0,-1.0,1,Possession of Cannabis
54,2,0,0,0,0.0,0,arrest case no charge
33,14,0,0,0,-1.0,1,Possession of Cocaine
22,0,0,0,0,-1.0,1,Battery
35,8,0,1,0,0.0,1,Driving While License Revoked
30,4,0,0,0,-27.0,1,arrest case no charge
25,0,0,0,0,-1.0,0,Felony Driving While Lic Suspd
25,0,0,0,0,0.0,0,"Del 3,4 Methylenedioxymethcath"
44,0,0,0,0,-1.0,1,Possession Of Methamphetamine
29,2,0,0,0,-1.0,1,Uttering a Forged Instrument
46,2,0,0,0,-23.0,1,arrest case no charge
53,0,0,0,0,0.0,0,Battery
24,2,0,0,0,-1.0,1,Driving While License Revoked
52,2,0,0,0,-1.0,1,Possession of Cocaine
27,0,0,0,0,-1.0,1,Battery
41,0,0,0,0,-1.0,0,Felony Battery (Dom Strang)
21,0,0,0,0,-2.0,1,Grand Theft in the 3rd Degree
24,1,0,0,0,0.0,0,Possession Of Amphetamine
38,8,0,0,0,-32.0,0,Driving While License Revoked
23,0,0,0,0,-1.0,0,Battery
42,0,0,0,0,-1.0,0,Driving While License Revoked
32,4,0,0,0,-47.0,0,Grand Theft in the 3rd Degree
24,3,0,0,0,597.0,1,Battery
24,5,5,0,0,-1.0,1,Burglary Conveyance Unoccup
26,4,0,0,0,-1.0,1,Grand Theft (Motor Vehicle)
50,9,0,0,0,-1.0,1,Burglary Structure Unoccup
32,3,0,0,0,-1.0,0,Battery on Law Enforc Officer
40,13,0,0,0,-1.0,0,arrest case no charge
25,1,0,0,0,-81.0,1,Discharge Firearm From Vehicle
42,1,0,0,0,-118.0,0,arrest case no charge
27,2,0,0,0,0.0,0,Lease For Purpose Trafficking
23,0,0,0,0,-1.0,1,Possession Of Alprazolam
37,22,0,0,0,-1.0,1,arrest case no charge
32,1,0,0,0,-1.0,1,DUI Blood Alcohol Above 0.20
38,2,0,0,0,43.0,1,arrest case no charge
52,4,0,0,0,-1.0,1,Viol Prot Injunc Repeat Viol
29,2,0,0,0,-1.0,0,Felony Battery (Dom Strang)
28,7,0,0,0,,1,Resist/Obstruct W/O Violence
49,0,0,0,0,0.0,0,Poss Of RX Without RX
50,0,0,0,0,-2.0,0,Lewd or Lascivious Molestation
26,2,0,0,0,0.0,1,Agg Assault W/int Com Fel Dome
34,0,0,0,0,-1.0,1,Poss Pyrrolidinovalerophenone
28,1,0,0,0,-1.0,1,arrest case no charge
36,4,0,0,0,74.0,1,Fraudulent Use of Credit Card
45,1,0,0,0,-48.0,1,Aggravated Assault W/Dead Weap
30,0,0,0,0,0.0,1,Felony Driving While Lic Suspd
24,3,0,0,0,-1.0,1,Burglary Conveyance Unoccup
25,0,0,0,0,0.0,1,Battery
25,4,0,0,0,-1.0,1,Battery
45,2,0,0,0,-1.0,0,Possession of Cocaine
26,1,0,0,0,-1.0,1,Poss Pyrrolidinovalerophenone
37,2,0,0,0,-1.0,0,Lewd/Lasciv Molest Elder Persn
24,0,0,0,0,-1.0,0,Battery
40,2,0,0,0,-1.0,0,arrest case no charge
60,1,0,0,0,,0,Driving Under The Influence
33,0,0,0,0,-2.0,0,Agg Battery Grt/Bod/Harm
31,6,0,0,1,,0,arrest case no charge
53,18,0,0,0,0.0,0,arrest case no charge
55,0,0,0,0,-7.0,0,Viol Injunct Domestic Violence
36,4,0,0,0,,0,Driving Under The Influence
30,6,0,0,0,-1.0,1,Aggravated Assault W/Dead Weap
21,1,0,0,0,-15.0,1,arrest case no charge
55,0,0,0,0,-1.0,0,Battery
22,1,0,0,0,-1.0,1,arrest case no charge
23,1,0,0,0,-6.0,0,arrest case no charge
24,7,0,0,1,-125.0,1,arrest case no charge
40,13,0,0,0,752.0,1,Possession of Cocaine
57,9,0,0,0,-1.0,1,Possession of Cocaine
33,0,0,0,0,-2.0,1,Carrying A Concealed Weapon
32,2,0,0,0,0.0,0,Aggravated Assault W/dead Weap
47,3,0,0,0,-1.0,0,arrest case no charge
51,6,0,0,0,11.0,1,Viol Injunct Domestic Violence
22,1,0,1,0,-1.0,0,Burglary Dwelling Occupied
47,2,0,0,0,-1.0,0,Dealing in Stolen Property
28,1,0,0,0,-21.0,1,Possession of Cocaine
21,1,0,0,1,117.0,1,Burglary Conveyance Unoccup
28,5,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
44,1,0,0,0,0.0,1,Battery
25,0,0,0,0,0.0,1,Felony Battery (Dom Strang)
34,4,0,0,0,-1.0,0,Battery
65,0,0,0,0,0.0,0,DUI Property Damage/Injury
33,5,0,0,0,0.0,1,Driving While License Revoked
23,0,0,0,0,-1.0,0,Battery
44,0,0,0,0,-2.0,0,Battery
21,1,1,0,0,88.0,1,arrest case no charge
24,1,0,0,0,-1.0,0,Battery
51,1,0,0,0,-1.0,0,Battery
21,0,0,0,0,-1.0,1,Battery on Law Enforc Officer
39,6,0,0,0,-1.0,0,arrest case no charge
29,29,0,0,0,-1.0,1,Poss Contr Subst W/o Prescript
24,1,0,0,0,-5.0,0,Aggravated Assault W/Dead Weap
23,0,0,0,0,-1.0,1,Possession Burglary Tools
31,11,0,0,2,0.0,1,Poss Pyrrolidinovalerophenone
35,0,0,0,0,-1.0,0,Petit Theft $100- $300
30,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
34,8,0,0,0,-104.0,0,Possession of Cocaine
39,4,0,0,0,-3.0,0,Aggravated Assault W/Dead Weap
29,6,0,0,0,702.0,0,Felony Battery
51,0,0,0,0,-1.0,0,Driving Under The Influence
22,1,0,0,1,-1.0,0,arrest case no charge
29,2,0,0,0,-24.0,0,arrest case no charge
35,8,0,0,0,-259.0,1,arrest case no charge
32,6,0,0,0,-1.0,1,Attempted Burg/Convey/Unocc
33,3,0,0,0,-16.0,1,Battery
58,5,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
54,0,0,0,0,-1.0,0,Aggravated Assault
30,3,0,0,0,-166.0,0,Driving While License Revoked
33,2,0,0,0,-1.0,1,Robbery W/Firearm
24,0,0,0,0,63.0,1,Grand Theft in the 3rd Degree
48,10,0,0,0,0.0,0,Grand Theft in the 3rd Degree
23,0,0,0,0,-1.0,0,Battery
23,2,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
47,1,0,0,0,0.0,0,Battery
21,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
29,0,0,0,0,-1.0,1,Battery
48,2,0,0,0,-1.0,0,arrest case no charge
37,4,0,0,0,-1.0,1,Battery
50,3,0,0,0,-1.0,0,Felony Battery (Dom Strang)
19,3,0,0,0,-1.0,1,Burglary Dwelling Armed
39,2,0,0,0,,0,Opert With Susp DL 2ND Offense
49,13,2,0,0,-1.0,0,Driving While License Revoked
58,2,0,0,0,-1.0,0,Resist Officer w/Violence
31,6,0,0,0,0.0,0,Possession of Cocaine
23,1,0,0,2,-1.0,0,Battery
23,0,0,0,0,0.0,1,Aggravated Assault W/Dead Weap
31,17,0,0,0,-1.0,1,Possession of Oxycodone
33,0,0,0,0,-1.0,1,arrest case no charge
57,6,0,0,0,-23.0,0,Grand Theft in the 3rd Degree
31,0,0,0,0,-3.0,0,Battery
57,19,0,0,0,-1.0,0,Possession of Cocaine
57,12,0,0,0,0.0,0,DUI - Enhanced
29,6,0,0,0,-1.0,1,Battery
30,0,0,0,0,0.0,1,Battery
45,11,0,0,0,-1.0,0,Felony Battery w/Prior Convict
42,0,0,0,0,0.0,0,Tampering With Physical Evidence
48,7,0,0,0,-1.0,0,Carrying Concealed Firearm
29,12,0,2,0,0.0,1,Tampering With Physical Evidence
23,0,0,0,0,521.0,0,Grand Theft in the 3rd Degree
28,0,0,0,0,-1.0,0,Driving While License Revoked
41,3,0,0,0,,0,Felony Driving While Lic Suspd
25,1,0,0,0,-1.0,1,Battery
34,3,0,0,0,-1.0,0,Battery
53,26,0,0,0,,1,Possession of Cocaine
28,1,0,0,0,-87.0,1,Battery on Law Enforc Officer
27,0,0,0,0,-1.0,0,Tampering With Physical Evidence
39,4,0,0,0,0.0,0,Aggrav Child Abuse-Agg Battery
55,6,0,0,0,1001.0,0,Aggrav Battery w/Deadly Weapon
27,4,0,0,0,-1.0,1,arrest case no charge
30,7,0,0,1,-1.0,1,Dealing in Stolen Property
31,15,3,0,1,-1.0,1,Battery
20,1,0,0,1,-1.0,1,Aggravated Battery / Pregnant
26,2,0,0,0,-1.0,1,Aggravated Assault W/Dead Weap
44,7,0,0,0,-49.0,1,Possession of Cocaine
33,17,0,0,0,,1,arrest case no charge
34,0,0,0,0,-1.0,1,Fleeing or Eluding a LEO
27,0,0,0,0,-1.0,0,Battery
21,1,0,0,1,-414.0,1,Possession of Cannabis
29,4,0,0,0,-1.0,1,Felony Driving While Lic Suspd
27,7,0,0,0,-1.0,0,Driving While License Revoked
24,0,0,0,0,-1.0,0,Uttering a Forged Instrument
29,0,0,0,0,-1.0,1,Driving While License Revoked
20,0,0,0,0,-1.0,0,Child Abuse
23,0,0,0,0,-1.0,0,Possession of Cocaine
48,0,0,0,0,0.0,0,DUI Property Damage/Injury
34,0,0,0,0,0.0,1,Driving Under The Influence
46,1,0,0,0,-1.0,1,Battery
41,3,0,0,0,-1.0,0,Driving While License Revoked
26,3,0,0,0,-1.0,1,Del Cannabis At/Near Park
37,11,0,0,0,-1.0,1,Felony Driving While Lic Suspd
54,7,0,0,0,-98.0,0,arrest case no charge
25,5,0,0,0,,0,Trespass Structure/Conveyance
22,2,0,0,0,-1.0,0,arrest case no charge
32,7,0,0,0,-1.0,0,Felony Driving While Lic Suspd
44,0,0,0,0,-1.0,0,DUI Level 0.15 Or Minor In Veh
28,1,0,0,0,-90.0,0,Burglary Conveyance Assault/Bat
60,3,0,0,0,-1.0,0,DUI - Enhanced
49,0,0,0,0,0.0,0,Possession of Cocaine
